1,1
2,2
3,3
4,4
4,5
2,6
5,7
3,8
6,9
7,10
7,11
7,12
7,13
7,14
8,15
9,16
10,17
11,18
12,19
13,20
13,21
14,22
15,23
16,24
17,25
18,26
19,26
4,27
4,28
20,29
21,30
21,31
22,32
23,33
24,34
25,35
26,36
25,37
27,38
28,39
29,40
30,41
31,42
32,43
29,44
33,45
2,46
34,47
35,48
36,49
37,50
38,51
39,52
40,53
41,53
42,54
43,55
44,56
45,57
38,58
46,59
47,60
48,61
49,62
50,63
51,64
52,65
52,66
53,67
54,68
55,69
56,70
57,71
58,72
59,73
24,74
60,75
61,75
2,76
62,77
63,78
64,79
65,80
66,81
67,82
68,83
69,84
70,84
35,85
71,86
72,86
73,87
74,88
75,89
76,90
77,91
78,92
79,93
80,94
81,95
77,96
82,97
42,98
24,99
83,100
84,101
85,102
86,103
87,104
88,105
89,106
90,107
91,108
18,109
19,109
92,110
93,111
94,112
95,113
96,114
97,114
98,115
99,116
100,117
101,118
102,119
103,120
35,121
104,122
105,123
106,124
107,125
108,126
109,127
110,128
110,129
111,130
112,131
113,132
114,133
115,134
116,135
117,136
118,137
119,138
119,139
120,140
121,140
122,141
123,142
124,143
125,144
126,145
127,146
128,147
129,148
130,149
131,150
132,151
133,152
134,153
135,154
5,155
135,156
136,157
137,158
138,159
139,160
139,161
140,162
141,163
142,164
143,165
144,166
145,167
145,168
146,169
147,170
148,171
148,172
149,173
150,174
119,175
151,176
152,177
21,178
153,179
148,180
154,181
155,182
156,183
149,184
157,185
158,186
159,187
160,188
158,189
149,190
128,191
161,192
162,193
163,194
164,195
165,196
166,197
150,198
167,199
23,200
23,201
168,202
23,203
169,204
21,205
21,206
21,207
170,208
171,209
172,210
173,211
174,212
175,213
176,214
177,215
178,216
138,217
179,218
180,219
181,220
182,221
183,222
74,223
184,224
185,225
186,226
187,227
188,228
189,229
190,230
191,231
192,232
193,233
194,234
152,235
195,236
196,237
197,238
198,239
199,240
200,241
201,242
202,243
203,244
138,245
204,246
205,247
206,248
207,249
208,250
209,251
210,252
211,253
212,254
213,255
214,256
215,257
216,258
217,259
218,260
219,261
21,262
220,263
221,264
222,265
223,266
222,267
224,268
225,269
226,270
227,271
228,272
229,273
230,274
231,275
232,276
233,277
28,278
234,279
235,280
236,281
237,282
34,283
238,284
239,285
66,286
240,287
241,288
138,289
242,290
243,291
244,292
33,293
245,294
246,295
247,296
248,297
249,298
250,299
251,300
252,301
253,302
254,303
255,304
256,305
257,306
258,307
160,308
259,309
260,309
261,310
262,311
263,312
264,313
250,314
265,315
33,316
266,317
267,318
268,319
218,320
269,321
225,322
270,323
208,324
271,325
138,326
272,327
273,328
118,329
274,330
275,331
276,332
277,333
278,334
138,335
279,336
280,337
281,338
282,339
283,340
142,341
284,342
285,343
286,344
287,345
251,346
288,347
289,348
160,349
290,350
291,351
292,352
293,353
294,354
138,355
295,356
209,357
296,358
297,359
298,360
299,361
300,362
301,363
302,364
303,365
304,366
305,367
306,368
307,369
138,370
308,371
309,372
310,373
311,374
312,375
313,376
138,377
241,378
314,379
315,380
316,381
317,382
318,383
16,384
319,385
244,386
116,387
320,388
321,389
322,390
323,391
324,392
325,393
326,394
327,395
328,396
34,397
329,398
319,399
330,400
331,401
329,402
138,403
332,404
333,405
334,406
335,407
295,408
336,409
337,410
338,411
339,412
340,413
341,414
342,415
343,416
344,417
275,418
345,419
346,420
347,421
348,422
349,423
350,424
351,425
74,426
352,427
353,428
34,429
354,430
355,430
138,431
356,432
357,433
138,434
358,435
359,436
360,437
361,438
362,439
363,440
364,441
365,442
366,443
367,444
368,445
369,446
370,447
364,448
212,449
371,450
372,451
373,452
374,452
375,453
376,454
377,455
284,456
372,457
378,458
353,459
204,460
379,461
138,462
380,463
369,464
381,465
382,466
383,466
384,467
385,468
386,469
138,470
387,471
388,472
389,473
390,474
391,475
392,476
393,477
394,478
395,479
316,480
396,481
397,482
398,483
399,484
122,485
400,486
401,487
331,488
402,489
94,490
403,491
96,492
404,493
405,494
244,495
406,496
407,497
210,498
120,499
408,500
409,501
37,502
410,503
243,504
411,505
412,506
413,507
249,508
300,509
414,510
415,511
416,512
417,513
418,514
149,515
276,516
232,517
120,518
33,519
419,520
405,521
420,522
421,523
422,524
331,525
423,526
422,527
424,528
425,529
241,530
426,531
427,532
252,533
428,534
429,535
430,536
431,537
432,538
308,539
433,540
434,541
435,542
435,543
436,544
437,545
438,546
439,547
301,548
138,549
440,550
138,551
441,552
442,553
443,554
