1,463
2,1765
3,874
4,767
5,2080
6,536
7,1801
8,942
9,651
10,1748
11,880
12,996
13,1801
14,1750
15,1178
16,668
17,2157
18,1186
19,480
20,255
21,348
22,2326
23,2398
24,2099
25,1765
26,2126
27,1869
28,1485
29,1461
30,752
31,2110
32,886
33,1200
34,356
35,367
36,1512
37,2179
38,2398
39,1994
40,232
41,1772
42,1220
43,1684
44,2271
45,2486
46,2267
47,488
48,517
49,1485
50,1874
51,2121
52,130
53,548
54,2326
55,548
56,1710
57,536
58,672
59,942
60,351
61,463
62,1166
63,2298
64,2267
65,1178
66,283
67,857
68,1152
69,752
70,517
71,1149
72,1482
73,750
74,2398
75,2326
76,1684
77,1485
78,63
79,959
80,548
81,831
82,1354
83,711
84,1735
85,536
86,1604
87,886
88,2298
89,2228
90,711
91,943
92,1869
93,660
94,2153
95,2127
96,473
97,651
98,367
99,1872
100,880
101,1604
102,2114
103,1801
104,348
105,368
106,1354
107,1843
108,2462
109,1658
110,2071
111,104
112,1696
113,1141
114,160
115,2138
116,1021
117,197
118,2058
119,2271
120,880
121,2194
122,368
123,375
124,874
125,2211
126,1172
127,2357
128,1311
129,943
130,948
131,1019
132,351
133,857
134,203
135,1882
136,1149
137,2071
138,370
139,510
140,351
141,959
142,1178
143,24
144,905
145,1200
146,255
147,1874
148,1200
149,7
150,1200
151,2204
152,255
153,548
154,1828
155,1620
156,1172
157,1996
158,1800
159,906
160,831
161,1141
162,2462
163,2233
164,1843
165,559
166,1461
167,2157
168,1034
169,2157
170,660
171,996
172,43
173,1124
174,384
175,1994
176,2269
177,2322
178,2127
179,2008
180,959
181,948
182,2097
183,905
184,876
185,1311
186,517
187,672
188,1200
189,2298
190,2179
191,1632
192,356
193,2398
194,1512
195,1765
196,1498
197,672
198,1461
199,2269
200,1162
201,324
202,463
203,1750
204,576
205,831
206,952
207,2085
208,2432
209,1493
210,375
211,874
212,1469
213,1603
214,608
215,2462
216,2153
217,2080
218,1166
219,2233
220,2113
221,1376
222,1469
223,2420
224,948
225,1049
226,2269
227,576
228,2080
229,2382
230,857
231,479
232,831
233,1765
234,226
235,1902
236,2071
237,2222
238,124
239,1457
240,1085
241,1735
242,2462
243,959
244,1748
245,2121
246,1482
247,536
248,1866
249,1376
250,2114
251,515
252,384
253,1124
254,2179
255,1019
256,1162
257,92
258,548
259,713
260,536
261,1684
262,1999
263,312
264,535
265,952
266,1034
267,943
268,348
269,1620
270,2138
271,7
272,1902
273,463
274,2222
275,1392
276,1750
277,1801
278,63
279,517
280,837
281,1034
282,1178
283,1485
284,2233
285,463
286,1410
287,718
288,1710
289,2298
290,2267
291,160
292,2382
293,92
294,2322
295,24
296,1710
297,1392
298,1632
299,375
300,906
301,874
302,2179
303,906
304,750
305,118
306,348
307,1457
308,711
309,2269
310,445
311,367
312,2462
313,713
314,2298
315,104
316,718
317,1469
318,2286
319,1152
320,713
321,864
322,1311
323,203
324,1843
325,2179
326,348
327,2110
328,1049
329,1140
330,2138
331,1981
332,763
333,2306
334,1392
335,2204
336,1461
337,1178
338,356
339,831
340,1092
341,645
342,1748
343,880
344,1469
345,1772
346,1498
347,351
348,2462
349,668
350,118
351,2080
352,608
353,767
354,1140
355,474
356,92
357,1149
358,2462
359,1981
360,2322
361,535
362,1869
363,515
364,2486
365,160
366,312
367,1085
368,1177
369,548
370,2008
371,681
372,1604
373,668
374,2271
375,2420
376,1392
377,2211
378,876
379,1493
380,2382
381,2179
382,1996
383,1710
384,1172
385,2486
386,1167
387,1658
388,1392
389,1828
390,1783
391,1941
392,1512
393,837
394,2326
395,880
396,880
397,226
398,356
399,1783
400,1623
401,2462
402,480
403,2127
404,1872
405,63
406,479
407,1469
408,2204
409,1392
410,1772
411,473
412,1735
413,2269
414,1869
415,1655
416,2138
417,488
418,1866
419,2233
420,718
421,2269
