1,9
2,12
2,15
2,4
3,14
3,15
4,14
4,3
5,2
5,3
5,5
6,9
7,16
7,6
7,13
8,15
8,17
9,10
9,17
9,13
10,13
11,9
11,17
12,4
13,11
14,5
14,11
14,4
15,8
15,12
15,14
16,3
17,3
17,16
18,8
18,17
18,9
19,1
20,7
20,2
21,14
21,17
22,14
23,6
23,3
24,4
24,14
25,6
26,7
27,11
27,12
27,15
28,9
28,2
28,14
29,10
29,9
29,7
30,11
30,13
30,3
31,6
32,14
32,13
32,16
33,14
33,7
34,3
34,10
35,6
36,9
36,12
37,15
38,12
38,9
39,15
39,7
39,5
40,10
41,10
41,2
41,11
42,9
42,5
42,15
43,11
43,8
44,15
44,9
45,9
45,17
45,6
46,12
46,4
47,10
48,9
48,12
48,14
49,7
50,11
51,9
52,5
53,5
54,6
54,11
55,17
55,7
55,14
56,2
57,16
57,8
58,15
58,6
58,5
59,10
60,17
60,10
61,1
61,15
61,6
62,5
63,7
64,2
64,9
65,5
65,9
65,1
66,3
66,4
67,9
67,6
68,13
68,12
69,16
69,9
70,5
70,3
70,16
71,10
71,8
71,11
72,9
72,12
72,8
73,2
74,15
74,8
74,4
75,16
75,7
76,4
77,14
78,11
78,15
79,17
80,2
80,17
80,10
81,7
82,12
82,9
83,4
83,6
83,9
84,3
84,6
84,1
85,12
85,17
85,15
86,12
86,10
86,16
87,14
88,2
88,9
89,15
89,16
90,9
90,16
91,17
91,8
91,10
92,5
92,17
92,14
93,2
93,9
93,1
94,16
94,9
94,4
95,5
95,14
95,9
96,12
97,14
97,11
97,13
98,3
98,17
99,8
100,17
100,4
101,13
101,11
101,1
102,14
102,16
103,1
103,13
104,4
104,3
105,8
106,4
106,8
107,15
108,6
108,14
108,2
109,1
109,10
110,10
110,4
111,3
111,16
112,8
112,16
112,5
113,7
114,16
114,12
114,15
115,8
115,9
115,5
116,9
116,2
117,17
117,2
118,1
119,4
119,17
120,12
120,8
120,2
121,10
121,15
121,7
122,12
122,4
123,2
123,13
124,4
125,14
126,13
127,7
128,5
128,16
129,17
129,15
130,13
130,6
131,4
131,14
132,14
132,17
133,1
133,6
134,6
134,3
135,13
135,6
136,7
137,11
138,14
138,13
138,1
139,9
139,3
140,13
140,17
140,4
141,7
142,1
143,14
143,5
143,2
144,5
145,9
145,16
145,8
146,12
146,6
146,9
147,12
148,4
148,7
149,16
149,10
150,2
150,13
150,11
151,11
152,1
152,17
152,4
153,11
154,2
154,17
154,14
155,13
155,6
156,9
156,7
156,5
157,17
157,13
158,10
158,11
159,5
159,10
159,11
160,13
160,4
161,6
161,17
161,1
162,12
162,8
162,16
163,12
163,13
164,14
164,6
165,3
165,14
165,1
166,17
167,5
168,9
168,6
168,3
169,2
169,15
170,4
171,11
172,2
172,12
172,14
173,14
174,7
174,5
175,3
176,13
176,14
176,7
177,13
177,9
178,13
179,4
179,7
180,8
180,15
181,3
182,3
182,5
183,15
183,6
184,5
185,17
186,10
187,13
187,4
187,8
188,1
189,10
190,15
191,10
191,1
192,16
193,13
194,17
195,1
195,5
196,1
196,17
197,5
198,8
198,13
198,15
199,6
200,6
200,11
201,15
201,14
202,8
203,8
203,17
203,7
204,13
204,14
205,2
205,8
206,17
206,2
207,17
207,3
208,11
209,7
210,8
211,1
212,8
212,17
213,14
213,3
214,16
214,9
215,11
215,6
215,7
216,5
216,14
216,15
217,12
218,13
218,17
219,8
219,9
220,10
220,3
221,17
221,5
222,14
222,5
223,6
223,14
224,17
225,2
225,16
226,10
226,12
227,17
228,14
228,6
229,3
229,12
229,13
230,13
230,8
230,14
231,10
231,13
231,16
232,5
233,9
233,7
233,17
234,7
235,3
235,10
236,3
236,16
237,3
237,9
238,1
238,7
239,15
240,11
240,14
241,13
241,5
241,17
242,12
242,5
243,2
243,16
244,13
244,10
244,12
245,5
245,11
246,14
246,1
246,5
247,7
248,15
249,5
250,1
250,10
251,10
252,6
252,7
252,17
253,13
253,4
254,5
254,4
255,16
256,9
257,9
257,12
258,9
258,15
258,2
259,11
259,2
260,5
260,13
261,12
262,10
263,1
263,13
264,12
264,15
264,1
265,8
266,2
266,3
267,1
267,8
268,12
268,8
268,14
269,4
270,13
270,12
271,11
272,3
272,15
272,13
273,3
273,1
273,11
274,10
275,17
275,13
276,12
277,17
277,11
278,14
279,13
279,7
279,11
280,14
280,13
280,10
281,15
282,3
283,17
283,4
284,7
284,2
284,6
285,11
286,7
287,11
287,15
287,6
288,17
288,10
289,13
289,1
289,14
290,11
291,15
291,9
292,16
292,5
293,11
293,4
294,11
295,16
296,9
296,2
297,8
297,1
297,6
298,13
299,2
300,4
301,1
301,6
301,8
302,13
302,16
302,4
303,1
303,2
304,4
304,1
305,15
305,4
306,8
306,2
306,4
307,8
307,9
308,3
308,10
309,15
309,13
310,8
310,7
311,3
311,9
311,12
312,7
312,11
313,6
314,15
314,16
315,2
316,11
316,10
316,3
317,2
318,8
319,16
320,7
320,15
320,9
321,6
321,9
322,14
322,8
322,12
323,14
323,9
323,10
324,10
324,7
324,5
325,15
325,7
326,15
326,11
326,16
327,4
327,2
328,11
328,1
329,8
329,6
330,15
330,1
330,3
331,17
331,4
332,2
332,17
332,5
333,14
334,1
335,15
336,6
337,2
337,6
338,4
338,1
339,15
339,5
339,3
340,3
340,13
341,2
341,7
342,17
342,16
343,12
343,15
344,7
344,12
345,12
345,7
345,1
346,17
346,11
347,1
348,12
348,16
348,4
349,10
349,4
350,14
351,2
351,10
352,14
353,13
353,16
354,10
354,2
355,15
355,14
355,17
356,9
356,10
357,8
357,14
357,7
358,11
358,2
358,1
359,11
359,8
360,13
360,2
361,1
361,14
361,16
362,16
363,16
363,13
363,7
364,2
364,5
365,9
365,5
366,15
367,6
367,1
368,5
369,10
369,7
370,16
370,10
370,2
371,6
371,8
372,11
373,3
373,4
374,4
374,13
375,4
376,8
376,17
376,11
377,2
377,12
378,15
378,14
379,6
379,12
379,2
380,3
381,5
381,13
382,1
383,6
384,11
384,16
385,10
385,5
386,6
386,5
386,16
387,16
387,12
388,5
389,4
389,3
390,14
390,7
391,7
392,9
393,10
394,12
395,4
395,2
396,16
396,3
396,11
397,11
398,11
398,8
399,12
399,11
400,8
401,12
401,6
401,15
402,1
402,13
403,13
403,8
403,3
404,1
404,8
404,9
405,8
405,2
406,3
406,17
407,14
407,15
407,13
408,5
408,3
409,15
409,2
410,8
410,3
411,5
411,2
412,12
413,6
414,1
415,10
415,13
416,1
416,13
417,1
418,13
418,9
419,11
420,11
420,17
420,8
421,10
421,11
421,3
422,5
422,2
423,9
423,6
424,12
424,4
424,16
425,16
425,14
425,10
426,17
426,9
427,3
427,5
427,7
428,9
428,1
428,11
429,5
429,7
430,7
431,9
431,8
431,3
432,3
432,7
433,15
433,5
433,4
434,4
435,3
435,11
436,4
437,3
438,1
439,8
440,2
441,11
442,12
443,15
444,5
444,16
445,13
446,11
447,16
447,14
448,1
449,14
449,8
450,14
450,12
451,5
451,17
451,16
452,10
452,6
453,6
453,11
454,11
454,9
455,15
455,13
456,15
456,2
457,16
457,14
457,4
458,7
459,14
459,6
460,9
460,12
460,5
461,5
462,10
462,15
463,6
463,2
463,10
464,9
465,11
465,9
465,2
466,13
467,10
467,2
468,10
468,8
469,14
469,8
469,1
470,5
470,9
471,7
472,10
473,12
473,8
473,13
474,8
474,4
474,3
475,6
475,16
476,17
477,1
477,6
478,7
478,11
479,12
480,6
480,12
480,15
481,9
482,14
482,9
483,12
484,2
485,2
485,17
486,17
486,3
486,1
487,5
487,1
487,14
488,1
488,4
488,6
489,1
489,16
489,10
490,11
490,5
491,10
492,17
492,14
493,2
493,10
494,9
494,12
495,1
495,5
495,11
496,13
496,11
496,2
497,14
498,6
498,11
499,15
500,13
500,9
501,4
501,2
501,15
502,12
503,1
503,9
503,4
504,11
504,9
504,15
505,13
506,11
506,9
506,7
507,2
507,11
508,7
509,16
510,9
510,5
511,4
512,12
513,10
513,2
513,12
514,12
515,9
516,5
516,13
517,15
517,14
518,8
518,16
519,3
519,9
519,14
520,13
521,8
522,2
522,8
522,11
523,8
523,1
524,4
524,17
525,9
525,15
526,3
526,2
526,15
527,5
528,13
528,9
528,7
529,16
530,9
531,11
532,9
533,17
533,13
533,7
534,12
534,8
534,13
535,1
535,6
535,12
536,4
537,3
537,6
537,10
538,11
539,5
539,7
540,16
541,5
541,8
542,4
542,8
542,2
543,9
543,4
543,10
544,3
545,4
545,14
546,15
547,14
547,17
548,3
548,12
549,13
549,7
550,17
551,10
552,16
553,17
554,4
554,1
555,12
555,3
556,16
556,13
557,16
557,2
557,4
558,1
559,3
559,17
559,8
560,12
560,10
560,3
561,17
561,1
562,11
562,10
562,3
563,15
563,10
563,16
564,6
564,2
565,6
565,16
565,10
566,15
566,17
566,1
567,7
567,3
568,4
568,3
569,10
570,4
571,10
571,6
572,12
572,11
573,12
573,2
573,5
574,10
575,8
575,6
575,15
576,16
577,4
578,9
579,11
579,17
580,3
580,5
581,8
581,6
581,10
582,17
582,6
583,17
583,2
583,8
584,8
584,11
585,12
586,15
587,15
588,3
589,12
589,8
590,10
591,8
591,17
591,14
592,12
593,10
593,1
594,3
595,10
596,9
596,17
596,12
597,3
597,10
598,10
598,7
599,2
599,15
599,13
600,2
600,4
601,5
601,10
602,17
602,13
603,8
603,14
603,6
604,17
604,13
605,2
605,10
606,14
606,1
607,4
607,17
607,16
608,16
609,10
609,2
609,9
610,13
610,16
611,8
611,2
612,12
612,7
612,10
613,12
614,6
615,8
615,2
615,1
616,9
616,13
616,16
617,9
618,10
618,15
619,9
619,12
620,3
621,6
621,9
621,11
622,16
622,15
623,5
623,13
623,7
624,14
625,14
626,5
627,4
627,8
628,11
628,4
628,5
629,7
630,13
630,12
631,11
632,11
632,4
633,1
633,17
634,1
634,16
634,14
635,9
635,7
635,13
636,15
637,3
637,15
637,16
638,5
638,8
639,3
639,13
639,2
640,13
641,4
642,17
643,13
643,14
643,12
644,11
644,4
644,1
645,3
645,12
646,13
647,16
647,4
647,1
648,4
649,7
649,11
649,4
650,4
650,1
651,1
651,14
651,13
652,11
652,10
652,9
653,14
654,13
655,12
655,14
655,13
656,1
656,3
656,10
657,15
657,9
657,12
658,11
658,6
659,6
659,5
660,1
660,8
660,16
661,10
661,15
662,2
662,15
663,16
664,12
664,2
665,12
666,2
666,4
666,3
667,4
667,7
667,5
668,6
668,3
669,6
669,1
669,13
670,2
670,15
671,5
671,4
672,9
672,10
672,3
673,14
674,13
674,3
675,2
675,13
676,11
676,1
677,1
678,8
678,7
678,5
679,11
680,6
681,8
682,2
682,13
682,10
683,12
683,10
684,7
685,9
686,7
687,1
688,7
688,17
689,2
689,15
690,15
691,6
691,14
692,3
692,8
693,13
693,10
694,2
695,16
696,12
696,3
697,15
697,7
698,9
699,6
699,1
700,7
701,13
702,13
703,7
704,1
704,10
705,11
705,17
705,15
706,1
706,9
707,10
708,1
709,2
709,13
710,12
710,11
710,9
711,6
711,5
712,3
712,10
713,1
714,13
715,15
716,10
716,16
716,8
717,2
718,3
718,17
719,2
719,4
720,16
720,9
721,8
721,6
721,5
722,9
722,16
722,4
723,7
724,8
724,12
724,4
725,7
726,7
726,1
726,5
727,7
728,15
728,5
728,16
729,2
729,1
730,4
731,3
732,9
732,7
733,10
733,13
733,3
734,1
734,4
735,15
736,3
737,13
738,16
739,8
740,2
740,9
740,13
741,15
742,11
742,6
742,1
743,8
743,14
744,16
745,17
746,16
747,9
747,8
