1,5654
1,4881
1,147
1,3261
1,1254
1,770
1,3313
1,7280
1,8836
1,3812
1,6533
1,4444
1,265
1,2870
1,9071
1,6722
1,6129
1,8831
1,4991
1,519
1,936
1,8864
1,7693
1,438
1,5014
1,7387
1,6240
1,4685
1,1857
1,3223
1,4156
1,5715
1,286
1,352
1,6501
1,5363
1,6616
1,8082
1,6979
1,1397
1,5189
1,689
1,848
1,855
1,3696
1,8973
1,858
1,873
1,956
1,5735
1,4505
1,4979
1,8469
1,7249
1,6960
2,5930
2,739
2,6718
2,8748
2,2355
2,4640
2,8015
2,4585
2,8499
2,7267
2,1826
2,262
2,9162
2,4091
2,2421
2,2739
2,247
2,7102
2,43
2,7058
2,395
2,1842
2,5830
2,3469
2,7393
2,7606
2,573
2,6009
2,2535
2,4173
2,7129
3,3355
3,2605
3,2273
3,5366
3,9166
3,125
3,1028
3,7240
3,1376
3,6793
3,538
3,8402
3,3704
3,3423
3,6213
3,6563
3,4488
3,2560
3,970
3,4629
3,3346
3,3027
3,6891
3,2998
3,8330
3,8532
3,5049
3,1441
3,4262
3,502
3,8961
3,3206
3,2304
3,6301
3,5911
3,5826
3,4400
3,4054
3,3252
3,9045
3,5170
3,5607
3,7817
3,3788
3,1501
3,582
3,2441
3,1069
3,6672
3,2070
3,6894
3,2447
3,3441
3,7332
3,1883
3,4485
3,8803
3,3122
3,2718
3,2215
3,1055
4,4270
4,6570
4,3477
4,3822
4,820
4,8761
4,5294
4,6331
4,8336
4,7808
4,4819
4,766
4,8816
4,1090
4,5203
4,6977
4,8524
4,3143
4,8534
4,5759
4,708
4,8689
4,8736
4,375
4,4251
4,7701
4,1017
4,2699
4,3455
4,721
4,1479
4,5599
4,5003
4,8061
4,4991
4,950
4,3756
4,23
4,7508
4,3974
4,5734
4,5888
4,5309
4,1896
4,5526
4,2407
4,2470
4,7833
4,5176
4,8333
4,348
4,4194
4,3337
4,4505
4,3999
4,6618
4,8993
4,3416
4,8635
4,4748
5,6538
5,4167
5,6774
5,8835
5,6302
5,3777
5,8521
5,3933
5,5834
5,1952
5,310
5,2822
5,8255
5,5183
5,2453
5,8137
5,9185
5,1210
5,5304
6,4249
6,5489
6,6730
6,5503
6,1116
6,8063
6,3459
6,3792
6,3081
6,3897
6,2559
6,7794
6,1487
6,4140
7,5977
7,1325
7,4065
7,8726
7,3263
7,1983
7,2618
7,1225
7,5214
7,4350
7,4426
7,5250
7,5476
7,1670
7,6022
7,2830
7,6479
7,9198
7,4268
7,1772
7,8997
7,3653
7,8211
7,7864
7,5255
7,8818
7,9027
7,4430
7,8584
7,752
7,7970
7,1658
7,814
7,5652
7,4026
7,7838
7,7793
7,5896
7,6601
7,6983
7,5473
7,5365
7,6137
7,5523
7,2853
7,3809
7,184
7,7952
7,3408
7,3387
7,6549
7,9190
7,4825
7,1486
7,9189
7,8508
7,4141
7,7343
7,63
7,4651
7,3757
7,5206
7,6263
7,1675
7,1167
7,278
7,3867
7,607
7,1666
7,593
7,5184
7,1539
7,644
8,7309
8,8077
8,1096
8,2865
8,8092
8,3563
8,6734
8,8980
8,7597
8,5604
8,2085
8,6281
8,1314
8,3940
8,7157
8,4537
9,6450
9,8183
9,8452
9,2267
9,3781
9,1463
9,5931
9,3097
9,8923
9,3971
9,7412
9,6987
9,4917
9,20
9,5616
9,82
9,7906
9,5048
9,2960
9,518
9,1580
9,4464
9,2100
9,8838
9,2043
9,3140
9,1032
9,1168
9,6009
9,8286
9,2502
10,303
10,6166
10,6278
10,6645
10,1136
10,7907
10,1108
10,6842
10,8602
10,6513
10,2971
10,8301
10,3868
10,6399
10,7385
10,9284
10,1648
10,5787
10,3424
10,4618
10,1160
10,1463
10,1385
10,3108
10,6409
10,5008
10,4902
10,6622
10,6355
10,7559
10,1740
10,7833
11,5133
11,1420
11,4884
11,5966
11,4909
11,8052
11,7271
11,1116
11,1890
11,7515
11,7236
11,5894
11,2617
11,7401
11,301
11,1543
11,9271
11,1334
11,9120
11,8656
11,2967
11,2157
11,1482
11,3960
11,8826
11,5586
11,7538
11,6908
11,5132
11,1772
11,9061
11,5031
11,3304
11,633
11,296
11,5848
11,4916
11,3003
11,3281
11,6010
11,884
11,2891
11,1381
11,613
11,7005
11,6158
11,7842
11,1090
11,2576
11,1572
11,1159
11,1510
11,3397
11,4091
11,2393
11,959
11,6221
11,6906
11,6028
11,4686
11,3926
11,6653
11,2974
11,3462
11,8961
11,7025
11,3098
11,1845
11,4420
11,6589
11,6986
11,2098
11,7269
11,9177
11,688
11,1763
11,7400
11,7235
11,4073
11,1786
11,1524
11,2344
11,8505
11,3602
11,6620
11,6753
12,4075
12,787
12,7212
12,5977
12,8538
12,2917
12,3365
12,5899
12,2311
12,380
12,1086
12,7714
12,3160
12,2572
12,3808
12,992
12,7626
12,9062
12,641
12,3280
12,861
12,1907
12,6797
12,6150
12,3514
12,7431
12,898
12,4485
12,6042
12,7292
12,6848
12,3768
12,2266
12,730
12,6371
12,2200
12,990
12,1113
12,8479
12,1186
12,2864
12,2754
12,1105
12,1242
12,1443
12,8175
12,2100
12,3505
12,1159
12,7280
12,2484
12,2062
12,6354
12,994
